repeat,cpu1,cpu2,test1,test2,core0_avg_cycles,core1_avg_cycles
0,0,32,0,0,23.5,25.6
0,0,32,0,7,25.0,3.8
0,0,32,0,12,31.6,81.6
0,0,32,0,13,32.4,88.6
0,0,32,0,14,1.0,169.1
0,0,32,0,15,32.6,89.5
0,0,32,0,34,1.0,305.3
0,0,32,7,0,4.9,24.2
0,0,32,7,7,6.3,4.0
0,0,32,7,12,20.7,84.7
0,0,32,7,13,21.0,86.8
0,0,32,7,14,1.1,134.7
0,0,32,7,15,19.8,87.6
0,0,32,7,34,1.0,294.8
0,0,32,12,0,80.5,29.6
0,0,32,12,7,79.0,17.1
0,0,32,12,12,110.2,136.5
0,0,32,12,13,121.8,122.6
0,0,32,12,14,58.6,205.2
0,0,32,12,15,109.2,107.1
0,0,32,12,34,55.7,423.8
0,0,32,13,0,77.0,34.8
0,0,32,13,7,85.5,20.1
0,0,32,13,12,131.2,128.2
0,0,32,13,13,106.1,112.8
0,0,32,13,14,56.2,206.3
0,0,32,13,15,112.8,120.5
0,0,32,13,34,58.1,455.1
0,0,32,14,0,179.6,4.3
0,0,32,14,7,156.3,1.5
0,0,32,14,12,189.7,62.2
0,0,32,14,13,192.7,62.2
0,0,32,14,14,102.9,99.1
0,0,32,14,15,201.8,61.4
0,0,32,14,34,82.0,294.0
0,0,32,15,0,82.2,33.8
0,0,32,15,7,86.9,20.6
0,0,32,15,12,124.2,120.0
0,0,32,15,13,118.0,123.7
0,0,32,15,14,55.3,193.9
0,0,32,15,15,116.8,121.2
0,0,32,15,34,59.0,512.3
0,0,32,34,0,320.5,1.1
0,0,32,34,7,316.4,1.0
0,0,32,34,12,425.5,63.3
0,0,32,34,13,409.5,63.1
0,0,32,34,14,248.4,104.6
0,0,32,34,15,438.1,66.3
0,0,32,34,34,237.0,274.8
0,1,33,0,0,23.8,24.9
0,1,33,0,7,21.9,2.2
0,1,33,0,12,33.1,81.6
0,1,33,0,13,32.5,93.4
0,1,33,0,14,1.0,167.2
0,1,33,0,15,31.1,88.6
0,1,33,0,34,1.7,308.8
0,1,33,7,0,1.1,15.5
0,1,33,7,7,4.6,1.0
0,1,33,7,12,7.5,74.7
0,1,33,7,13,19.6,75.9
0,1,33,7,14,1.0,93.5
0,1,33,7,15,20.8,83.7
0,1,33,7,34,1.1,310.7
0,1,33,12,0,71.7,18.2
0,1,33,12,7,70.6,1.1
0,1,33,12,12,118.2,108.1
0,1,33,12,13,113.7,111.2
0,1,33,12,14,59.1,198.4
0,1,33,12,15,89.5,81.1
0,1,33,12,34,51.3,441.5
0,1,33,13,0,86.7,34.5
0,1,33,13,7,80.3,1.1
0,1,33,13,12,127.2,115.0
0,1,33,13,13,104.9,102.9
0,1,33,13,14,54.8,125.1
0,1,33,13,15,80.2,70.3
0,1,33,13,34,54.3,386.2
0,1,33,14,0,162.1,2.2
0,1,33,14,7,160.3,1.0
0,1,33,14,12,194.2,53.8
0,1,33,14,13,190.5,58.5
0,1,33,14,14,122.7,111.4
0,1,33,14,15,195.6,58.2
0,1,33,14,34,125.1,278.7
0,1,33,15,0,69.3,17.5
0,1,33,15,7,78.9,18.1
0,1,33,15,12,89.7,77.5
0,1,33,15,13,96.7,88.6
0,1,33,15,14,55.7,191.9
0,1,33,15,15,117.3,107.6
0,1,33,15,34,52.6,253.0
