repeat,cpu1,cpu2,test1,test2,core0_avg_cycles,core1_avg_cycles
0,0,20,0,0,13.3,17.4
0,0,20,0,7,10.9,0.4
0,0,20,0,13,12.9,35.8
0,0,20,0,14,0.1,134.7
0,0,20,0,15,12.7,35.4
0,0,20,0,34,1.6,273.5
0,0,20,7,0,0.0,11.9
0,0,20,7,7,0.8,1.8
0,0,20,7,13,0.8,36.7
0,0,20,7,14,0.0,137.3
0,0,20,7,15,0.8,36.0
0,0,20,7,34,0.0,258.3
0,0,20,13,0,52.5,15.5
0,0,20,13,7,50.4,0.4
0,0,20,13,13,53.7,35.0
0,0,20,13,14,62.6,112.5
0,0,20,13,15,49.8,36.8
0,0,20,13,34,55.9,306.3
0,0,20,14,0,84.1,0.8
0,0,20,14,7,59.6,1.0
0,0,20,14,13,75.6,35.4
0,0,20,14,14,81.8,130.7
0,0,20,14,15,77.6,36.2
0,0,20,14,34,75.6,292.2
0,0,20,15,0,52.0,16.0
0,0,20,15,7,45.7,0.4
0,0,20,15,13,54.3,35.2
0,0,20,15,14,54.1,129.1
0,0,20,15,15,51.6,35.4
0,0,20,15,34,61.6,295.0
0,0,20,34,0,187.5,0.8
0,0,20,34,7,188.6,1.8
0,0,20,34,13,150.5,36.8
0,0,20,34,14,194.0,122.7
0,0,20,34,15,169.7,33.4
0,0,20,34,34,198.0,307.7
0,1,21,0,0,14.2,17.2
0,1,21,0,7,13.2,0.3
0,1,21,0,13,14.5,35.6
0,1,21,0,14,0.1,142.0
0,1,21,0,15,13.8,35.4
0,1,21,0,34,0.1,278.4
0,1,21,7,0,0.8,13.7
0,1,21,7,7,0.8,1.8
0,1,21,7,13,0.0,34.9
0,1,21,7,14,1.5,102.1
0,1,21,7,15,0.0,34.7
0,1,21,7,34,0.8,290.6
0,1,21,13,0,59.3,18.2
0,1,21,13,7,48.0,1.2
0,1,21,13,13,50.3,35.7
0,1,21,13,14,51.6,96.3
0,1,21,13,15,53.2,33.8
0,1,21,13,34,47.2,282.6
0,1,21,14,0,74.1,0.8
0,1,21,14,7,74.4,1.8
0,1,21,14,13,82.5,33.8
0,1,21,14,14,80.6,150.8
0,1,21,14,15,89.2,36.2
0,1,21,14,34,78.8,307.3
0,1,21,15,0,50.5,14.5
0,1,21,15,7,51.4,0.4
0,1,21,15,13,57.8,35.1
0,1,21,15,14,57.7,110.9
0,1,21,15,15,51.1,35.7
0,1,21,15,34,54.0,286.4
0,1,21,34,0,195.6,1.8
0,1,21,34,7,196.1,0.9
0,1,21,34,13,151.3,33.9
0,1,21,34,14,210.1,135.1
0,1,21,34,15,139.7,34.8
0,1,21,34,34,217.9,309.3
0,2,22,0,0,14.8,16.9
0,2,22,0,7,12.8,1.2
0,2,22,0,13,14.2,36.2
0,2,22,0,14,1.6,113.0
0,2,22,0,15,15.2,36.3
