repeat,cpu1,cpu2,test1,test2,core0_avg_cycles,core1_avg_cycles
0,0,8,0,0,33.4,34.1
0,0,8,0,7,27.0,17.3
0,0,8,0,13,11.8,51.7
0,0,8,0,14,4.8,94.3
0,0,8,0,15,11.8,52.4
0,0,8,0,34,5.0,192.6
0,0,8,7,0,14.3,24.7
0,0,8,7,7,19.9,21.2
0,0,8,7,13,4.8,49.9
0,0,8,7,14,5.6,77.6
0,0,8,7,15,4.5,49.4
0,0,8,7,34,5.6,176.9
0,0,8,13,0,40.2,11.9
0,0,8,13,7,36.6,5.3
0,0,8,13,13,98.8,127.0
0,0,8,13,14,39.0,93.6
0,0,8,13,15,100.5,137.6
0,0,8,13,34,37.0,219.3
0,0,8,14,0,51.2,4.6
0,0,8,14,7,45.9,5.4
0,0,8,14,13,53.8,49.0
0,0,8,14,14,76.7,111.4
0,0,8,14,15,49.7,62.6
0,0,8,14,34,84.1,311.7
0,0,8,15,0,41.2,12.3
0,0,8,15,7,40.5,5.3
0,0,8,15,13,100.5,128.1
0,0,8,15,14,38.4,93.9
0,0,8,15,15,93.0,112.2
0,0,8,15,34,37.9,196.4
0,0,8,34,0,141.6,4.6
0,0,8,34,7,118.9,5.5
0,0,8,34,13,112.8,61.6
0,0,8,34,14,144.2,98.3
0,0,8,34,15,110.1,49.5
0,0,8,34,34,196.5,303.7
0,1,9,0,0,31.9,32.6
0,1,9,0,7,30.2,19.9
0,1,9,0,13,12.0,51.6
0,1,9,0,14,4.7,90.5
0,1,9,0,15,12.0,49.2
0,1,9,0,34,4.9,181.0
0,1,9,7,0,15.6,27.1
0,1,9,7,7,20.5,20.2
0,1,9,7,13,4.9,48.9
0,1,9,7,14,5.7,81.6
0,1,9,7,15,5.0,56.5
0,1,9,7,34,5.4,188.4
0,1,9,13,0,39.3,12.1
0,1,9,13,7,36.8,5.2
0,1,9,13,13,93.6,117.0
0,1,9,13,14,38.7,91.1
0,1,9,13,15,92.9,126.2
0,1,9,13,34,36.6,209.8
0,1,9,14,0,53.3,4.7
0,1,9,14,7,48.5,5.8
0,1,9,14,13,46.3,56.9
0,1,9,14,14,69.6,102.2
0,1,9,14,15,52.0,60.3
0,1,9,14,34,70.4,255.2
0,1,9,15,0,42.6,12.0
0,1,9,15,7,40.2,5.3
0,1,9,15,13,95.6,125.4
0,1,9,15,14,36.8,83.9
0,1,9,15,15,101.2,122.9
0,1,9,15,34,44.8,214.7
0,1,9,34,0,138.1,4.8
0,1,9,34,7,116.1,5.6
0,1,9,34,13,114.9,45.7
0,1,9,34,14,178.7,108.0
0,1,9,34,15,106.5,56.4
0,1,9,34,34,186.2,302.3
0,2,10,0,0,35.2,35.2
0,2,10,0,7,26.2,15.8
0,2,10,0,13,12.1,51.4
0,2,10,0,14,4.8,97.6
0,2,10,0,15,12.6,51.1
0,2,10,0,34,4.8,194.0
0,2,10,7,0,13.3,23.5
0,2,10,7,7,20.4,21.7
0,2,10,7,13,5.0,46.4
0,2,10,7,14,5.5,97.1
0,2,10,7,15,4.2,55.2
0,2,10,7,34,5.5,187.0
0,2,10,13,0,41.0,12.3
0,2,10,13,7,36.2,5.2
0,2,10,13,13,93.8,124.1
0,2,10,13,14,42.2,83.7
0,2,10,13,15,100.8,128.1
0,2,10,13,34,46.3,202.9
0,2,10,14,0,60.6,4.7
0,2,10,14,7,48.2,5.7
0,2,10,14,13,53.7,57.9
0,2,10,14,14,64.8,108.6
0,2,10,14,15,45.9,44.3
0,2,10,14,34,75.3,258.8
0,2,10,15,0,39.1,12.0
0,2,10,15,7,40.6,5.2
0,2,10,15,13,94.8,114.9
0,2,10,15,14,44.2,92.3
0,2,10,15,15,106.3,130.6
0,2,10,15,34,43.3,203.1
0,2,10,34,0,154.7,4.5
0,2,10,34,7,117.5,5.4
0,2,10,34,13,104.6,57.6
0,2,10,34,14,200.7,127.3
0,2,10,34,15,115.0,52.2
0,2,10,34,34,193.4,294.6
0,3,11,0,0,34.8,35.5
0,3,11,0,7,27.5,17.2
0,3,11,0,13,12.4,48.5
0,3,11,0,14,4.8,87.7
0,3,11,0,15,12.4,51.0
0,3,11,0,34,4.7,187.2
0,3,11,7,0,17.3,29.0
0,3,11,7,7,23.2,22.9
0,3,11,7,13,3.8,51.6
0,3,11,7,14,5.7,77.7
0,3,11,7,15,4.7,52.1
0,3,11,7,34,5.8,196.1
0,3,11,13,0,40.4,12.9
0,3,11,13,7,36.3,5.0
0,3,11,13,13,96.3,120.6
0,3,11,13,14,39.0,89.2
0,3,11,13,15,95.9,113.8
0,3,11,13,34,37.7,215.1
0,3,11,14,0,56.5,4.8
0,3,11,14,7,54.7,5.6
0,3,11,14,13,50.3,55.7
0,3,11,14,14,77.9,113.4
0,3,11,14,15,47.9,51.5
0,3,11,14,34,79.1,311.1
0,3,11,15,0,44.0,12.6
0,3,11,15,7,37.5,5.2
0,3,11,15,13,98.4,121.8
0,3,11,15,14,37.3,80.2
0,3,11,15,15,105.8,132.2
0,3,11,15,34,36.7,216.6
0,3,11,34,0,140.3,4.6
0,3,11,34,7,118.4,5.4
0,3,11,34,13,109.1,50.5
0,3,11,34,14,195.8,121.3
0,3,11,34,15,109.3,50.8
0,3,11,34,34,189.4,277.0
0,4,12,0,0,33.6,35.0
0,4,12,0,7,23.8,14.5
0,4,12,0,13,11.6,47.8
0,4,12,0,14,4.7,86.4
0,4,12,0,15,12.2,46.9
0,4,12,0,34,4.8,184.0
0,4,12,7,0,15.0,26.8
0,4,12,7,7,20.5,21.7
0,4,12,7,13,4.7,53.2
0,4,12,7,14,5.6,92.9
0,4,12,7,15,5.2,49.3
0,4,12,7,34,5.6,182.7
0,4,12,13,0,40.9,12.6
0,4,12,13,7,36.5,5.3
0,4,12,13,13,90.9,119.7
0,4,12,13,14,43.0,89.5
0,4,12,13,15,90.9,128.1
0,4,12,13,34,35.9,202.7
0,4,12,14,0,54.9,4.7
0,4,12,14,7,38.6,5.5
0,4,12,14,13,48.2,48.0
0,4,12,14,14,79.4,114.9
0,4,12,14,15,56.8,46.0
0,4,12,14,34,74.1,260.3
0,4,12,15,0,41.3,13.3
0,4,12,15,7,38.7,5.1
0,4,12,15,13,90.3,122.6
0,4,12,15,14,36.0,88.6
0,4,12,15,15,93.3,116.6
0,4,12,15,34,52.1,218.5
0,4,12,34,0,149.7,4.7
0,4,12,34,7,117.5,5.3
0,4,12,34,13,104.2,54.8
0,4,12,34,14,165.3,104.6
0,4,12,34,15,107.7,56.4
0,4,12,34,34,171.7,256.8
