repeat,cpu1,cpu2,test1,test2,core0_avg_cycles,core1_avg_cycles
0,0,8,0,0,32.7,34.2
0,0,8,0,7,21.2,12.2
0,0,8,0,12,12.0,51.7
0,0,8,0,13,12.4,55.0
0,0,8,0,14,4.7,90.1
0,0,8,0,15,11.7,45.5
0,0,8,0,34,4.8,184.1
0,0,8,7,0,15.7,26.7
0,0,8,7,7,21.0,22.3
0,0,8,7,12,3.4,50.2
0,0,8,7,13,3.9,56.1
0,0,8,7,14,5.3,83.3
0,0,8,7,15,3.2,50.1
0,0,8,7,34,5.5,173.2
0,0,8,12,0,41.9,12.4
0,0,8,12,7,38.4,3.7
0,0,8,12,12,90.7,115.4
0,0,8,12,13,100.3,130.0
0,0,8,12,14,45.5,93.5
0,0,8,12,15,91.7,118.5
0,0,8,12,34,41.8,215.2
0,0,8,13,0,36.3,12.8
0,0,8,13,7,41.6,3.1
0,0,8,13,12,91.4,128.2
0,0,8,13,13,96.5,124.9
0,0,8,13,14,44.4,94.9
0,0,8,13,15,92.4,117.6
0,0,8,13,34,33.5,204.2
0,0,8,14,0,49.8,4.7
0,0,8,14,7,49.4,5.2
0,0,8,14,12,60.7,49.1
0,0,8,14,13,56.4,53.9
0,0,8,14,14,78.9,121.8
0,0,8,14,15,60.2,59.6
0,0,8,14,34,83.1,300.7
0,0,8,15,0,42.8,12.2
0,0,8,15,7,39.9,3.7
0,0,8,15,12,109.6,132.5
0,0,8,15,13,99.2,122.7
0,0,8,15,14,36.4,96.9
0,0,8,15,15,100.0,138.7
0,0,8,15,34,37.1,207.9
0,0,8,34,0,140.0,4.7
0,0,8,34,7,117.2,5.6
0,0,8,34,12,116.2,52.0
0,0,8,34,13,107.7,58.7
0,0,8,34,14,173.3,107.9
0,0,8,34,15,102.8,57.6
0,0,8,34,34,147.1,244.2
0,1,9,0,0,33.2,33.1
0,1,9,0,7,24.1,14.7
0,1,9,0,12,12.0,47.7
0,1,9,0,13,12.2,44.7
0,1,9,0,14,4.9,73.3
0,1,9,0,15,11.7,50.6
0,1,9,0,34,4.9,190.9
0,1,9,7,0,13.6,24.3
0,1,9,7,7,19.6,21.2
0,1,9,7,12,4.0,54.7
0,1,9,7,13,3.7,51.2
0,1,9,7,14,5.6,90.2
0,1,9,7,15,3.1,48.7
0,1,9,7,34,5.6,170.8
0,1,9,12,0,41.8,12.6
0,1,9,12,7,42.0,3.9
0,1,9,12,12,100.8,132.5
0,1,9,12,13,77.5,81.7
0,1,9,12,14,37.3,92.3
0,1,9,12,15,94.4,114.8
0,1,9,12,34,37.4,214.1
0,1,9,13,0,42.3,12.6
0,1,9,13,7,39.1,4.3
0,1,9,13,12,96.8,130.8
0,1,9,13,13,99.8,130.2
0,1,9,13,14,34.5,72.9
0,1,9,13,15,92.2,125.1
0,1,9,13,34,35.7,213.3
0,1,9,14,0,59.9,4.6
0,1,9,14,7,42.7,5.4
0,1,9,14,12,57.1,54.5
0,1,9,14,13,52.2,52.9
0,1,9,14,14,88.5,137.0
0,1,9,14,15,59.3,44.5
0,1,9,14,34,59.1,251.0
0,1,9,15,0,37.7,12.7
0,1,9,15,7,36.2,3.8
0,1,9,15,12,96.7,114.6
0,1,9,15,13,99.5,112.3
0,1,9,15,14,46.7,94.1
0,1,9,15,15,108.0,137.7
0,1,9,15,34,48.2,214.4
0,1,9,34,0,141.3,4.5
0,1,9,34,7,119.0,5.3
0,1,9,34,12,118.6,53.4
0,1,9,34,13,113.8,44.7
0,1,9,34,14,185.7,117.2
0,1,9,34,15,121.9,47.5
0,1,9,34,34,199.7,323.7
0,2,10,0,0,34.1,33.9
0,2,10,0,7,28.3,17.2
0,2,10,0,12,11.6,44.5
0,2,10,0,13,12.0,52.7
0,2,10,0,14,4.8,100.8
0,2,10,0,15,11.3,52.1
0,2,10,0,34,4.9,197.2
0,2,10,7,0,15.1,26.2
0,2,10,7,7,21.0,21.8
0,2,10,7,12,2.6,56.8
0,2,10,7,13,2.7,56.9
0,2,10,7,14,5.7,81.4
0,2,10,7,15,3.5,47.7
0,2,10,7,34,5.5,174.0
0,2,10,12,0,38.2,12.6
0,2,10,12,7,38.7,3.6
0,2,10,12,12,90.9,113.1
0,2,10,12,13,94.3,127.2
0,2,10,12,14,36.6,88.9
0,2,10,12,15,84.9,109.0
0,2,10,12,34,39.8,198.1
0,2,10,13,0,38.3,12.5
0,2,10,13,7,35.5,3.3
0,2,10,13,12,94.5,127.7
0,2,10,13,13,104.1,130.5
0,2,10,13,14,35.6,82.5
0,2,10,13,15,94.1,124.0
0,2,10,13,34,37.3,199.1
0,2,10,14,0,64.1,4.5
0,2,10,14,7,50.5,5.5
0,2,10,14,12,57.6,53.0
0,2,10,14,13,57.7,48.9
0,2,10,14,14,69.4,108.9
0,2,10,14,15,44.7,53.1
0,2,10,14,34,64.5,247.7
0,2,10,15,0,39.4,12.8
0,2,10,15,7,38.7,3.9
0,2,10,15,12,96.9,138.0
0,2,10,15,13,103.0,124.9
0,2,10,15,14,36.5,83.4
0,2,10,15,15,99.7,125.1
0,2,10,15,34,49.5,206.8
0,2,10,34,0,142.0,4.8
0,2,10,34,7,119.1,5.5
0,2,10,34,12,120.0,43.6
0,2,10,34,13,118.3,48.9
0,2,10,34,14,193.6,118.5
0,2,10,34,15,112.3,60.1
0,2,10,34,34,166.8,249.5
0,3,11,0,0,35.8,37.8
0,3,11,0,7,28.6,17.8
0,3,11,0,12,12.1,54.0
0,3,11,0,13,12.2,54.7
0,3,11,0,14,4.8,88.1
0,3,11,0,15,12.0,55.2
0,3,11,0,34,4.7,194.0
0,3,11,7,0,12.7,23.5
0,3,11,7,7,22.8,22.6
0,3,11,7,12,3.7,53.6
0,3,11,7,13,2.8,58.2
0,3,11,7,14,5.6,90.1
0,3,11,7,15,3.1,51.7
0,3,11,7,34,5.7,191.1
0,3,11,12,0,37.3,12.7
0,3,11,12,7,36.5,3.7
0,3,11,12,12,94.2,116.9
0,3,11,12,13,95.7,127.2
0,3,11,12,14,45.4,89.1
0,3,11,12,15,99.8,121.1
0,3,11,12,34,42.5,206.8
0,3,11,13,0,40.8,12.4
0,3,11,13,7,40.3,4.2
0,3,11,13,12,97.2,112.5
0,3,11,13,13,97.6,132.0
0,3,11,13,14,47.3,97.7
0,3,11,13,15,99.5,140.0
0,3,11,13,34,45.1,218.5
0,3,11,14,0,53.4,4.9
0,3,11,14,7,48.3,5.6
0,3,11,14,12,55.4,49.2
0,3,11,14,13,58.0,49.0
0,3,11,14,14,83.2,130.4
0,3,11,14,15,49.7,62.4
0,3,11,14,34,70.4,273.7
0,3,11,15,0,41.0,12.3
0,3,11,15,7,38.4,4.4
0,3,11,15,12,92.2,112.0
0,3,11,15,13,96.9,119.9
0,3,11,15,14,40.5,88.5
0,3,11,15,15,107.9,134.1
0,3,11,15,34,42.2,218.9
0,3,11,34,0,144.7,4.5
0,3,11,34,7,116.2,5.5
0,3,11,34,12,129.1,47.9
0,3,11,34,13,120.2,48.3
0,3,11,34,14,181.8,114.1
0,3,11,34,15,112.8,61.3
0,3,11,34,34,215.5,312.7
0,4,12,0,0,33.2,34.1
0,4,12,0,7,22.8,13.7
0,4,12,0,12,11.6,50.6
0,4,12,0,13,11.8,55.3
0,4,12,0,14,4.8,76.2
0,4,12,0,15,11.9,52.2
0,4,12,0,34,4.9,197.0
0,4,12,7,0,13.9,24.6
0,4,12,7,7,21.5,21.9
0,4,12,7,12,4.7,49.0
0,4,12,7,13,3.2,52.2
0,4,12,7,14,5.5,90.1
0,4,12,7,15,3.6,57.1
0,4,12,7,34,5.5,188.7
0,4,12,12,0,36.2,12.0
0,4,12,12,7,37.9,3.5
0,4,12,12,12,88.4,125.2
0,4,12,12,13,103.0,129.9
0,4,12,12,14,35.6,82.3
0,4,12,12,15,97.9,130.2
0,4,12,12,34,44.3,203.4
0,4,12,13,0,41.6,12.9
0,4,12,13,7,40.6,3.5
0,4,12,13,12,97.1,120.9
0,4,12,13,13,95.0,113.2
0,4,12,13,14,40.1,87.5
0,4,12,13,15,96.6,123.7
0,4,12,13,34,43.1,201.8
0,4,12,14,0,60.8,4.8
0,4,12,14,7,48.5,5.4
0,4,12,14,12,49.8,48.4
0,4,12,14,13,47.1,62.3
0,4,12,14,14,67.4,111.8
0,4,12,14,15,51.7,58.7
0,4,12,14,34,79.5,272.8
0,4,12,15,0,39.2,12.3
0,4,12,15,7,36.8,3.9
0,4,12,15,12,90.1,108.9
0,4,12,15,13,101.5,124.2
0,4,12,15,14,37.8,87.1
0,4,12,15,15,99.5,125.3
0,4,12,15,34,42.6,196.0
0,4,12,34,0,144.3,4.8
0,4,12,34,7,116.9,5.5
0,4,12,34,12,110.3,51.6
0,4,12,34,13,107.5,50.0
0,4,12,34,14,148.7,95.2
0,4,12,34,15,105.3,51.2
0,4,12,34,34,190.7,276.3
0,5,13,0,0,33.0,34.1
0,5,13,0,7,26.8,16.8
0,5,13,0,12,12.0,44.5
0,5,13,0,13,12.1,52.2
0,5,13,0,14,4.9,93.2
0,5,13,0,15,11.6,51.7
0,5,13,0,34,4.7,188.5
0,5,13,7,0,14.4,25.4
0,5,13,7,7,21.9,21.7
0,5,13,7,12,2.8,54.2
0,5,13,7,13,4.0,47.1
0,5,13,7,14,5.6,97.0
0,5,13,7,15,13.8,70.4
0,5,13,7,34,5.5,183.4
0,5,13,12,0,38.4,12.5
0,5,13,12,7,37.6,4.2
0,5,13,12,12,93.7,121.5
0,5,13,12,13,99.7,126.3
0,5,13,12,14,48.9,96.4
0,5,13,12,15,90.7,115.0
0,5,13,12,34,36.1,199.4
0,5,13,13,0,38.3,12.4
0,5,13,13,7,38.6,4.0
0,5,13,13,12,91.2,118.3
0,5,13,13,13,101.7,132.6
0,5,13,13,14,35.6,85.3
0,5,13,13,15,90.0,115.2
0,5,13,13,34,43.0,210.3
0,5,13,14,0,52.0,4.8
0,5,13,14,7,54.1,5.4
0,5,13,14,12,52.0,58.8
0,5,13,14,13,49.8,43.4
0,5,13,14,14,73.2,120.2
0,5,13,14,15,52.0,50.7
0,5,13,14,34,74.9,284.4
0,5,13,15,0,39.7,12.5
